bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
outside,0,5,Citi,Commercial Credit Officer,https://citi.wd5.myworkdayjobs.com/2/job/Irving-Texas-United-States/Commercial-Credit-Officer_26990405,Irving Texas United States; 227 WEST MONROE STREET  CHICAGO,us_other,,"$114,720–$172,080 base",114720.0,172080.0,base,year,regex:range,5,- 5+ years of credit underwriting and portfolio management experience within a c,N,N,N,5+ yrs commercial banking credit underwriting (meets: N),5+ yrs equity research/banking/buy-side required,5+ yrs equity research/banking/buy-side required,financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),"""5+ years of credit underwriting and portfolio management experience within a commercial or corporate banking environment.""",2026-09-23,,open,"Workday detail endpoint returned 26990405 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,citi|wd5|2,26990405,workday:citi|wd5|2:26990405
outside,0,5,Airwallex,"Manager, Operations Strategy (Data and AI Governance)",https://jobs.ashbyhq.com/airwallex/8629321e-2ef3-44a2-9e39-bdf8a1332451,US - San Francisco,us_other,hybrid,$140K–$170K base + bonus + equity,140000.0,170000.0,base,year,ashby:compensation,5,"- 5+ years of experience, preferably with a fast-growing tech startup, top-tier",N,N,unclear,"5+ yrs AI/data governance program management (strategy/ops, non-legal) (meets: stretch)",,,financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),"""5+ years of experience, preferably with a fast-growing tech startup... or top-tier strategy/management consulting"" — different track from his.",2026-08-05,,open,Ashby API lists job on board 'airwallex',2026-09-25,,False,board:ashby,ashby,airwallex,8629321e-2ef3-44a2-9e39-bdf8a1332451,ashby:airwallex:8629321e-2ef3-44a2-9e39-bdf8a1332451
outside,0,5,Carta,Senior Associate Lawyer,https://job-boards.greenhouse.io/carta/jobs/7990769003,"Sandy, UT; Denver, CO; Seattle,WA; Hamilton, New Jersey, United States; United States of America; Sandy, Utah, United States; Seattle, Washington, United States",us_other,,"$119K–$148,750 OTE + equity",119000.0,148750.0,OTE,year,regex:range,4,"You have 4+ years of post law school corporate or transactional experience, with a trac",Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 4 years required (2–5 band),,2026-09-09,,open,Greenhouse API lists job 7990769003 on board 'carta',2026-09-25,,False,board:greenhouse,greenhouse,carta,7990769003,greenhouse:carta:7990769003
outside,1,5,Citi,Junior Legal Counsel for Markets Contracts Negotiations,https://citi.wd5.myworkdayjobs.com/2/job/Tampa-Florida-United-States/Junior-Legal-Counsel-for-Markets-Contracts-Negotiations_26995735,Tampa Florida United States,us_other,,"$86,330–$120,470 base",86330.0,120470.0,base,year,regex:range,0,"- 0-2 years of relevant legal experience, preferably in financial services - Ban",pref,N,unclear,,,Pitched at 0–2 years of experience,JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject,,2026-09-25,2026-10-02,open,"Workday detail endpoint returned 26995735 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,citi|wd5|2,26995735,workday:citi|wd5|2:26995735
outside,1,5,Applied,Employment Counsel [6 Month Contract],https://jobs.ashbyhq.com/applied/a7d7bb4c-d5f4-4294-ba79-1553d07380f0,Sunnyvale,unknown,onsite,$150–$275/hr,150.0,275.0,hourly,hour,ashby:compensation,5,- 5+ years of focused employment law experience. A mix of top-tier law firm trai,Y,N,Y,,,"Practice area outside the target seats (employment work); Contract, hourly or part-time engagement ($150–$275/hr)",JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-08-10,,open,Ashby API lists job on board 'applied',2026-09-25,,False,board:ashby,ashby,applied,a7d7bb4c-d5f4-4294-ba79-1553d07380f0,ashby:applied:a7d7bb4c-d5f4-4294-ba79-1553d07380f0
outside,1,5,Airwallex,Transaction Monitoring Senior Analyst,https://jobs.ashbyhq.com/airwallex/91cb7e76-cbbb-4bf6-9ac0-8e1bf087125a,CN - Shanghai; CN - Guangzhou,unknown,,Not listed,,,not listed,,,5,- A minimum of 5 years of relevant AML and Sanctions experience in a public accounting and/o,N,N,Y,,,,litigation experience accepted; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-09-15,,open,Ashby API lists job on board 'airwallex',2026-09-25,,False,board:ashby,ashby,airwallex,91cb7e76-cbbb-4bf6-9ac0-8e1bf087125a,ashby:airwallex:91cb7e76-cbbb-4bf6-9ac0-8e1bf087125a
outside,0,5,BambooHR,"Director, Employment and Compliance",https://job-boards.greenhouse.io/bamboohr17/jobs/6188391004,"Utah | Hybrid; Utah, United States",us_other,hybrid,Not listed,,,not listed,,,8,"- 8+ years of relevant legal experience, with substantial experience in employme",Y,N,Y,,,"Asks for 8+ years: “- 8+ years of relevant legal experience, with substantial experience in employme”",JD required/preferred; litigation experience accepted; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-09-16,,open,Greenhouse API lists job 6188391004 on board 'bamboohr17',2026-09-25,,False,board:greenhouse,greenhouse,bamboohr17,6188391004,greenhouse:bamboohr17:6188391004
outside,0,5,Barnes,Insurance Recovery Associate,https://jobs.ashbyhq.com/barnes/43ac1ad2-de5f-403d-8ac9-c4efd26cacb1,Atlanta,us_other,,Not listed,,,not listed,,,4,ented Insurance Recovery Associate with at least 4 years of relevant experience to join its nationally recognized Insurance Re,pref,N,Y,,,"Law-firm associate seat (billable practice, court time)",JD required/preferred; clerkship valued; litigation experience accepted; regulatory/legal/policy research for decisions; 4 years required (2–5 band),,2026-07-22,,open,Ashby API lists job on board 'barnes',2026-09-25,,False,board:ashby,ashby,barnes,43ac1ad2-de5f-403d-8ac9-c4efd26cacb1,ashby:barnes:43ac1ad2-de5f-403d-8ac9-c4efd26cacb1
outside,0,5,Beaconsoftware,M&A Counsel,https://jobs.ashbyhq.com/beaconsoftware/9fdf5690-2ad1-4014-b0bb-32c8da03c723,"San Francisco, CA",us_other,onsite,Not listed,,,not listed,,,3,- 3–5 years of M&A experience at a top-tier law firm or in a transactionally heav,Y,N,unclear,,,Practice area outside the target seats (m&a work),JD required/preferred; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),,2026-05-14,,open,Ashby API lists job on board 'beaconsoftware',2026-09-25,,False,board:ashby,ashby,beaconsoftware,9fdf5690-2ad1-4014-b0bb-32c8da03c723,ashby:beaconsoftware:9fdf5690-2ad1-4014-b0bb-32c8da03c723
outside,0,5,BitGo,Director of Trust Administration,https://job-boards.greenhouse.io/bitgo/jobs/8350266002,"Sioux Falls, South Dakota, United States",us_other,,Not listed,,,not listed,,,3,"xperience in trust administration, with at least 3 years in a leadership capacity - Proven experience serving as a fiduciary",pref,N,N,7+ yrs fiduciary trust administration operations (meets: N),,"Asks for 7+ years of fiduciary trust administration operations: ""Minimum 7 years of experience in trust administration, with at least 3 years in a leadership capacity"" — well beyond his tenure and domain.",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),"""Minimum 7 years of experience in trust administration, with at least 3 years in a leadership capacity"" — well beyond his tenure and domain.",2025-12-22,,open,Greenhouse API lists job 8350266002 on board 'bitgo',2026-09-25,,False,board:greenhouse,greenhouse,bitgo,8350266002,greenhouse:bitgo:8350266002
outside,0,5,Blockstream,General Counsel,https://jobs.ashbyhq.com/blockstream/b2d86bc3-6b4f-44e1-bf52-345039443a85,Menlo Park,us_other,hybrid,Not listed,,,not listed,,,12,"- 12+ years of legal experience, including substantial in-house leadership experi",Y,N,unclear,,"Asks for 10+ years: “- 12+ years of legal experience, including substantial in-house leadership experi”","Asks for 10+ years: “- 12+ years of legal experience, including substantial in-house leadership experi”",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject,,2026-05-28,,open,Ashby API lists job on board 'blockstream',2026-09-25,,False,board:ashby,ashby,blockstream,b2d86bc3-6b4f-44e1-bf52-345039443a85,ashby:blockstream:b2d86bc3-6b4f-44e1-bf52-345039443a85
outside,0,5,Brainco,Commercial Counsel,https://jobs.ashbyhq.com/brainco/ccc7753c-83a4-4961-ae50-ef866f5c7f96,San Francisco Bay Area,us_other,hybrid,Not listed,,,not listed,,,5,"- 5-8 years of legal experience, with a combination of large law firm and in-hous",Y,N,unclear,,"Asks for 10+ years: “ind of work you'll still be proud of in ten years from now. ABOUT THE ROLE Brain Co. is hiring an exceptional, bu”","Asks for 10+ years: “ind of work you'll still be proud of in ten years from now. ABOUT THE ROLE Brain Co. is hiring an exceptional, bu”",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-05-22,,open,Ashby API lists job on board 'brainco',2026-09-25,,False,board:ashby,ashby,brainco,ccc7753c-83a4-4961-ae50-ef866f5c7f96,ashby:brainco:ccc7753c-83a4-4961-ae50-ef866f5c7f96
outside,0,5,Hostinger,Contracts & Corporate Lawyer,https://jobs.ashbyhq.com/hostinger/24c00a6a-5302-47ee-a465-77376fc5da1e,Vilnius; Kaunas,unknown,hybrid,Not listed,,,not listed,,,3,"- Master's degree in Law (LL.M.) and at least 3–5 years of legal experience post-graduation - Proven experience drafting, r",Y,N,unclear,,,Practice area outside the target seats (contracts work),JD required/preferred; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),,2026-06-16,,open,Ashby API lists job on board 'hostinger',2026-09-25,,False,board:ashby,ashby,hostinger,24c00a6a-5302-47ee-a465-77376fc5da1e,ashby:hostinger:24c00a6a-5302-47ee-a465-77376fc5da1e
outside,0,5,Morgan Stanley,"Executive Director, Senior Wealth Mangement Investigations Attorney",https://ms.wd5.myworkdayjobs.com/External/job/Dallas-Texas-United-States-of-America/ED-Senior-WM-Investigations-Attorney_JR037269-1,"Dallas, Texas, United States of America",us_other,,Not listed,,,not listed,,,10,- 10+ years of experience conducting internal investigations and/or handling regu,Y,N,unclear,,Asks for 10+ years: “- 10+ years of experience conducting internal investigations and/or handling regu”,Asks for 10+ years: “- 10+ years of experience conducting internal investigations and/or handling regu”,JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; employer teaches the finance; fintech/crypto/AI/market-structure subject,,2026-08-14,,open,"Workday detail endpoint returned JR037269 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,ms|wd5|External,JR037269,workday:ms|wd5|External:JR037269
outside,0,4,Hinge Health,"Associate General Counsel, Product",https://jobs.ashbyhq.com/hinge-health/9f1742cf-a947-445c-96a7-68af6ac48f63,San Francisco-HQ,us_other,hybrid,$316K–$474K base + equity,316000.0,474000.0,base,year,ashby:compensation,8,"- 8+ years of legal counseling experience, including significant in-house or emb",Y,N,unclear,,,"Asks for 8+ years: “- 8+ years of legal counseling experience, including significant in-house or emb”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-17,,open,Ashby API lists job on board 'hinge-health',2026-09-25,,False,board:ashby,ashby,hinge-health,9f1742cf-a947-445c-96a7-68af6ac48f63,ashby:hinge-health:9f1742cf-a947-445c-96a7-68af6ac48f63
outside,0,4,Anthropic,Litigation Counsel,https://job-boards.greenhouse.io/anthropic/jobs/5430592008,"San Francisco, CA; San Francisco, California, United States",us_other,,$385K–$460K OTE + bonus,385000.0,460000.0,OTE,year,greenhouse:pay_input_ranges,12,- At least 12 years of litigation experience with a combination of experience at a global,Y,N,Y,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-09-21,,open,Greenhouse API lists job 5430592008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5430592008,greenhouse:anthropic:5430592008
outside,0,4,Arc Institute,General Counsel,https://job-boards.greenhouse.io/arcinstitute/jobs/6148999004,"Palo Alto, CA; Palo Alto, California, United States",us_other,,$330K–$450K base + bonus,330000.0,450000.0,base,year,regex:range,15,- 15+ years of relevant legal experience including significant experience in corp,Y,N,unclear,,Asks for 10+ years: “- 15+ years of relevant legal experience including significant experience in corp”,Asks for 10+ years: “- 15+ years of relevant legal experience including significant experience in corp”,JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-20,,open,Greenhouse API lists job 6148999004 on board 'arcinstitute',2026-09-25,,False,board:greenhouse,greenhouse,arcinstitute,6148999004,greenhouse:arcinstitute:6148999004
outside,0,4,OpenAI,"Associate General Counsel, Commercial – Infrastructure",https://jobs.ashbyhq.com/openai/2b148425-b807-46a5-97e1-fae307aacb80,San Francisco,us_other,hybrid,$381K–$423K base + equity,381000.0,423000.0,base,year,ashby:compensation,12,"- 12+ years of legal experience, primarily in commercial legal roles. - Deep, h",Y,N,unclear,,"Asks for 10+ years: “- 12+ years of legal experience, primarily in commercial legal roles. - Deep, h”","Asks for 10+ years: “- 12+ years of legal experience, primarily in commercial legal roles. - Deep, h”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-30,,open,Ashby API lists job on board 'openai',2026-09-25,,False,board:ashby,ashby,openai,2b148425-b807-46a5-97e1-fae307aacb80,ashby:openai:2b148425-b807-46a5-97e1-fae307aacb80
